S.NO,School_Name,Location,City,Phone,Details
376,Maharaja Public School,"Village - Kemar, P.O.  Bela, Tahsil - Amarpatan","Satna - 485115, Madhya Pradesh,",(0766)-324700,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2001,
"
377,Maharishi Centre for Educational Excellence,"Lambakheda, Berasia Road","Bhopal - 462018, Madhya Pradesh,","(0755)-2854938,2854367Fax:(0755)2854367","Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
378,Maharishi Gyan Mandir,Arihant Vihar Colony Khari Phatak,"Vidisha, Madhya Pradesh,",(07595)-36539,"CBSE Board,Private School,Co-Educational School,
"
379,Maharishi Vidya Mandir - MVM Adhartal,"3rd Behind Quality Garments, Nagar Nigam Market, Adhartal","Jabalpur - 482004, Madhya Pradesh,",(0761)-24083424phone9424309079,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
380,Maharishi Vidya Mandir - MVM Balaghat,"Samnapur Road, Bhatera Chowky","Balaghat - 481001, Madhya Pradesh,",(07632)-240605,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
381,Maharishi Vidya Mandir - MVM Bhopal,"Hoshangabhad Road, Ratanpur","Bhopal - 462001, Madhya Pradesh,",(0755)-4000626Fax:(0755)4000627,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
382,Maharishi Vidya Mandir - MVM Bhopal,Ayodhya Nagar,"Bhopal - 462016, Madhya Pradesh,",(0755)-2628393phone9827295879,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
383,Maharishi Vidya Mandir - MVM Bhopal,"Gram- Basai, Opposite Govt. College, Vidisha Road, Berasia","Bhopal - 689696, Madhya Pradesh,",(989) 378-7756,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
384,Maharishi Vidya Mandir - MVM Bhopal,"Hoshangabad Road, Ratanpur","Bhopal - 462001, Madhya Pradesh,","(0755)-4000626,4000627Fax:(0755)2499755","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
385,Maharishi Vidya Mandir - MVM Chhatarpur,"Deri Road, Bagota","Chhatarpur - 471001, Madhya Pradesh,",9407241517Fax:(07682)241517,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
386,Maharishi Vidya Mandir - MVM Chhindwara,"Nagpur Road, Gram Sarra, Post Imlikheda","Chhindwara - 480001, Madhya Pradesh,","(07162)-226100,225078","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
387,Maharishi Vidya Mandir - MVM Damoh,"Ladanbag, Balakot Road, Post Hathna","Damoh - 470661, Madhya Pradesh,",(07604)-225384Fax:(07604)229134,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
388,Maharishi Vidya Mandir - MVM Dhar,"37, Prakash Nagar","Dhar - 454001, Madhya Pradesh,",(07292)-235977phone9424822867,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
389,Maharishi Vidya Mandir - MVM Hoshangabad,"Sr. MIG- 14, Priyadarshini Nagar, Nyas Colony, Itarsi","Hoshangabad - 461001, Madhya Pradesh,",(07572)-234749phone9981282792,"Class V - Class XII,CBSE Board,Private School,Co-Educational School,
"
390,Maharishi Vidya Mandir - MVM Indore,"CAT Road (Rangwasa), Rau","Indore - 453331, Madhya Pradesh,",(939) 903-5361,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
391,Maharishi Vidya Mandir - MVM Jabalpur,"50, Narmada Road","Jabalpur - 482001, Madhya Pradesh,","(0761)-2665888,4081634Fax:(0761)4081634","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1992,
"
392,Maharishi Vidya Mandir - MVM Jabalpur,"Gram-Lamti, Vijay Nagar","Jabalpur - 482002, Madhya Pradesh,",(0761)-4054029Fax:(0761)4054029,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1997,
"
393,Maharishi Vidya Mandir - MVM Maihar,"Village Patehra, Katni Road, Maihar","Satna - 485771, Madhya Pradesh,",(07674)-232422Fax:(07674)232422,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1994,
"
394,Maharishi Vidya Mandir - MVM Tikamgarh,Kundershwar Road,"Tikamgarh - 472005, Madhya Pradesh,",9301920162Fax:(07683)242812,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
395,Maharishi Vidya Mandir - Napier Town,"2nd 756, Siddha Bhawan, Napier Town","Jabalpur - 482001, Madhya Pradesh,",(0761)-4004988phone9893067976,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
396,Malhar Vidhya Peeth,"Behind Water Tank, Indore Road, Betma, Tehsil - Depalpur","Indore - 453001, Madhya Pradesh,",(7089014770942) 530-0000,"Nursery - Class VIII,CBSE Board,Private School,Co-Educational School,
"
397,Mandsaur International School,"BRNCOP Campus, Mhow Neemuch Road, Near Krishi Upaj Mandi","Mandsaur - 458001, Madhya Pradesh,",(07422)-285005phone9981422999,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2012,
"
398,Mansarovar Public School,"Mansarovar Campus, Kolar Road","Bhopal - 462042, Madhya Pradesh,",(761) 117-6333,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1995,
"
399,Mar Gregarious Memorial Higher Secondary School,"Bagdona, Pathakheda P.O.","Betul - 460449, Madhya Pradesh,",(0714)-6250221,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1994,
"
400,Mar Thoma Public School,"Scheme 114, Part - 1, Vijay Nagar","Indore - 452010, Madhya Pradesh,",(0731)-2904763,"Nursery - Class X,CBSE Board,Private School,Co-Educational School,
"
401,Marble Rock School,"Gaur Tiraha, Mandla Road, Neemkheda","Jabalpur - 482021, Madhya Pradesh,",(898912538481099000000000000000000) 000-0000,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
402,Marthoma Higher Secondary School,"Sector C, Nyay Nagar, Main Road, Sukhliya","Indore - 452010, Madhya Pradesh,",(0731)-2551246,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
403,Maruti Academy,"Near Satrunda Chouraha, Mhow-Neemuch Road","Ratlam - 457001, Madhya Pradesh,",(797410522375664000000000000000000) 000-0000,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2003,
"
404,Mata Gujri Girls' Public School,"Nayata Mundla, Bypass Road","Indore - 452020, Madhya Pradesh,","(0731)-2862570,6540943Fax:(0731)2363772","Class I - Class XII,CBSE Board,Private School,Girls Only School,
"
405,MB Khalsa Girls Higher Secondary School,Chimanbagh,"Indore - 480661, Madhya Pradesh,","(0731)-2381301,2541389","Senior Secondary School,CBSE Board,Private School,Girls Only School,
"
406,MGM Co-Education Higher Secondary School,"Amrawadkhurd, B.D.A. Road, Berkhera","Bhopal - 462022, Madhya Pradesh,","(0755)-2491884phone7773001639,7773001640","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
407,MGM Co-Education Higher Secondary School,"Amrawadkhurd, Bda-Road, Berkhera","Bhopal - 462021, Madhya Pradesh,","(0755)-2621884,2621425","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
408,MGM English Medium Higher Secondary School,"Post Box No. 2, Raisalpur","Hoshangabad - 462001, Madhya Pradesh,",(0757)-2230030,"Class V - Class X,CBSE Board,Private School,Co-Educational School,
"
409,MGM Higher Secondary School,"Post Box No. 2, In Front of ITC Choupal Sagar, Raisalpur Itarsi","Hoshangabad - 461111, Madhya Pradesh,",(07572)-230030phone9303605260,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
410,Milan Public School,"8, Kherapati Colony","Gwalior - 474001, Madhya Pradesh,","(0751)-4048134,3200204","CBSE Board,Private School,Co-Educational School,
"
411,Mile Stone Public School - Akabarpur,"Anupam Hospital, Kolar Road, Akabarpur","Bhopal - 462042, Madhya Pradesh,",(947) 996-0063,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
412,Mile Stone Public School - Sarvadharam,"Plot No. 363 C-D, Sarvadharam Sector B, In front of Ramayan Marriage Garden, Kolar Road","Bhopal - 462042, Madhya Pradesh,",(6261274759982) 770-0000,"Class X - Class XII,CBSE Board,Private School,Co-Educational School,
"
413,Mind's Eye International School,"Kotama Tiraha, Banganga Bypass Road","Shahdol - 484001, Madhya Pradesh,",(9424693284942) 460-0000,"Nursery - Class VIII,CBSE Board,Private School,Co-Educational School,
"
414,Mind's Eye International School,Vinoba Nagar,"Betul - 460001, Madhya Pradesh,",(07141)-231909phone7747941555,"Nursery - Class VIII,CBSE Board,Private School,Co-Educational School,
"
415,Mind's Eye International School - Gadarwara,"Palotan Gunj, Gadarwara","Narsinghpur - 487551, Madhya Pradesh,",(7000835130779) 120-0000,"Nursery - Class VIII,CBSE Board,Private School,Co-Educational School,
"
416,Minerva School of Communication,212 B Silver Mall,"Indore - 452001, Madhya Pradesh,",(0731)-4006546,"CBSE Board,Private School,Co-Educational School,
"
417,Miss Hill Higher Secondary School,"Laxmi Bai Colony, Padav","Gwalior - 474002, Madhya Pradesh,",(0751)-2374892,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1921,
"
418,Mithi Gobindram Public School,"Lake Road, Sant Hirdaram Nagar, Bairagarh","Bhopal - 462030, Madhya Pradesh,","(0755)-2644131,2644132Fax:(0755)2645152","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1992,
"
419,Model Convent High School,"Darpan Colony, Thatipur","Gwalior - 474011, Madhya Pradesh,",(0751)-2340246,"High Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1988,
"
420,Morning Star School,"Mau Road, Badagaon, Morar","Gwalior - 474006, Madhya Pradesh,","(0751)-2569338,2569339","Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1989,
"
421,Morning Star School,Head Office:- 18 Retired Colony,"Ratlam - 457001, Madhya Pradesh,",(07412)-406866,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
422,Mother Teresa Senior Secondary Co-Ed School,"Kolar Road, Bairagarh Chichali P.O.","Bhopal - 462042, Madhya Pradesh,","(0755)-2879294,2879295phone9752345824,9171240182","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
423,Mother's Pet International School,"Gram Nayta Mundla By Pass Road, In Front of Silver Spring Township, Near Mount Berg Township","Indore - 452001, Madhya Pradesh,",(0731)-3244626phone9303063912,"Nursery - Class XI,CBSE Board,Private School,Co-Educational School,
"
424,Mount Carmel Convent School,"Bairagarh Chichli, Kolar Road","Bhopal - 462001, Madhya Pradesh,","(0755)-2986736,2986737phone8878901864","High Secondary School,CBSE Board,Private School,Co-Educational School,Established in 2005,
"
425,Mount Carmel Higher Secondary School,"120-A, Shyam Nagar, Khatipura Road","Indore - 452001, Madhya Pradesh,","(0731)-2572984,4030748","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1990,
"
426,Mount Litera Zee School,"Near By Pass Four Lane Circle, A.B. Road, Rairu","Gwalior - 474005, Madhya Pradesh,",(83700023018370000000000) 000-0000,"Nursery - Class X,CBSE Board,Private School,Co-Educational School,
"
427,Mount Litera Zee School,"Patkui Bararu, Near Cantt Area","Sagar - 470001, Madhya Pradesh,",(8720051111872) 000-0000,"Nursery - Class X,CBSE Board,Private School,Co-Educational School,
"
428,Mount Litera Zee School,"Delanpur, Sailana Road","Ratlam - 457551, Madhya Pradesh,",(896) 698-9049,"Nursery - Class X,CBSE Board,Private School,Co-Educational School,
"
429,Mount Litera Zee School,"Index City, NH- 59 A, Nemawar Road","Indore - 452016, Madhya Pradesh,","(0731)-4201990,4201991phone7389910700,9685041888,9755504222","Nursery - Class X,CBSE Board,Private School,Co-Educational School,
"
430,Mount Litera Zee School,"NH - 75, Sidhauli, Near Madavgarh, Marauha","Satna - 485113, Madhya Pradesh,",(7611125670761) 110-0000,"High Secondary School,CBSE Board,Private School,Co-Educational School,
"
431,Nalanda Public School,Dhanwantri Nagar,"Jabalpur - 482001, Madhya Pradesh,","(0761)-2673822,2673823","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2004,
"
432,Narayana e-Techno School,"19/1/1/1, Opp. Sampath Hills, Near Sahara City, Bicholi Mardana","Indore - 452016, Madhya Pradesh,",(704) 593-8597,"Nursery - Class X,CBSE Board,Private School,Co-Educational School,
"
433,Narmada Valley Academy,"87, Opposite Tawa Colony, Seoni Malwa","Hoshangabad - 461223, Madhya Pradesh,","(07570)-220033,220088,220188","Nursery - Class X,CBSE Board,Private School,Co-Educational School,Established in 2004,
"
434,Narmada Valley International School,"Babai Toll Naka, Kalika Nagar","Hoshangabad - 461001, Madhya Pradesh,",(812) 034-3700,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
435,Narmada Valley International School,"Maheshwar Road, Barwaha","Khargone - 451115, Madhya Pradesh,",(07280)-222394phone9826520067,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
436,National Public School,"Opp. Bijasan Temple, Airport Road","Indore - 452001, Madhya Pradesh,","(0731)-2620451,2620297Fax:(0731)2622114","Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
437,Navnidh Hassomal Lakhani Public School,"Lake Road, Sant Hirdaram Nagar, Tehsil - Huzur","Bhopal - 462030, Madhya Pradesh,","(0755)-2640111,2645151,2640173Fax:(0755)2640950","Senior Secondary School,CBSE Board,Private School,Girls Only School,
"
438,Neiil World School - Guna Campus,"Gram Piprodakhurd, Indore Bypass Road","Guna - 473001, Madhya Pradesh,","(07542)-302800,302801phone8223018888,9755618888","Nursery - Class X,CBSE Board,Private School,Co-Educational School,Established in 2013,
"
439,Neiil World School - Morena Campus,"T.R. Puram, A.B. Road","Morena - 476001, Madhya Pradesh,","(07532)-302100,302101phone8717878272,8718855145","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1995,
"
440,New Berries Public School,"Old Housing Board Laxmi Colony, Morena","Morena - 476001, Madhya Pradesh,",(9074648630741) 580-0000,"Play - Class VIII,CBSE Board,Private School,Co-Educational School,
"
441,New Delhi Public School,"Jarah Road, Bandha, Morena, Post Office Hetam Pur","Morena - 476001, Madhya Pradesh,",(07532)-293022,"CBSE Board,Private School,Co-Educational School,Established in 2010,
"
442,New Digambar Public School,"NDPS Campus, Khandwa Road","Indore - 452001, Madhya Pradesh,","(0731)-4219200,4219210","Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
443,New Oxford Junior College,"Dewas Road, Village Chandesera, Infront of Alpine Institute of technology","Ujjain - 456664, Madhya Pradesh,",(798) 794-6736,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1998,
"
444,Nimar Cambridge School,"Shiromani Bhaskar Colony, Kukshi","Dhar - 454331, Madhya Pradesh,",(9893790173989) 320-0000,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
445,Nirmala Convent School,"Opposite Government College, Indore Ahmadabad Road, Rajgarh","Dhar - 454116, Madhya Pradesh,",(07296)-234329,"Nursery - Class V,CBSE Board,Private School,Co-Educational School,Established in 1998,
"
446,Nirmala English Medium School,"Beside St. Joseph School, VIP Road, Chhindwara","Chhindwara - 480001, Madhya Pradesh,",(07162)-244566,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
447,Noble Children Academy Higher Secondary School,"MR-4 Road, Vijay Nagar","Jabalpur - 482001, Madhya Pradesh,",(0761)-2648800,"Class X - Class XII,CBSE Board,Private School,Co-Educational School,
"
448,Noble Public School,"Village- Silari, Tehsil- Deori","Sagar - 470001, Madhya Pradesh,",(9302444882982) 650-0000,"High Secondary School,CBSE Board,Private School,Co-Educational School,
"
449,NRI Global Discovery School,"Near AIIMS, Saket Nagar, Bagsewaniya","Bhopal - 462024, Madhya Pradesh,","(0755)-2983333,6720000phone8236819826","Play - Class XII,CBSE Board,Private School,Co-Educational School,
"
450,Nutan Higher Secondary School,New Avenue Colony Englishpura,"Sehore - 466001, Madhya Pradesh,","(07562)-221234phone7415191914,8982323238","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
451,Ojaswini School Par Excellence,"Malaiya Mill Parisar, Near Teen Gulli","Damoh - 470661, Madhya Pradesh,",(975) 304-0755,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
452,Orion International School,"E-8 Extension, Area Colony, Babadian Kalan","Bhopal - 462039, Madhya Pradesh,",(0755)-4038321phone8889285611,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 2004,
"
453,Oshin International School,"402 , Starlit Tower YN Road","Indore - 452003, Madhya Pradesh,","(0731)-2433224,2433223","Play - Class V,CBSE Board,Private School,Co-Educational School,Established in 2000,
"
454,Oshin International School,"141, Tilak Path, Rambagh","Indore - 452001, Madhya Pradesh,",(0731)-2435627,"Play - Class V,CBSE Board,Private School,Co-Educational School,
"
455,Oxford Public School,Shivpuri Link Road,"Gwalior - 474001, Madhya Pradesh,","(0751)-7123500,7123599phone7224002777,7224002888","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1992,
"
456,Paramount Academy - Barwani,Silawad Road,"Barwani - 451551, Madhya Pradesh,",(9893236500942) 530-0000,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
457,Paramount Academy - Kasrawad,"Khargone Road, Kasrawad","Khargone - 451113, Madhya Pradesh,",(997) 702-1324,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
458,Paramount Academy - Thikri,"Barwani Road, Thikri","Barwani - 451660, Madhya Pradesh,",(942) 532-1306,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
459,Paras Vidya Vihar,"Paras Vidya Vihar, Tili Ward","Sagar - 470002, Madhya Pradesh,","(07582)-237677,260521,298521phone8989237677","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
460,Parasrampuria Higher Secondary School,"169, Jawahar Marg","Seoni - 480661, Madhya Pradesh,",(0731)-2363335,"High Secondary School,CBSE Board,Private School,Co-Educational School,
"
461,Parent's Pride Residential School,"Nagpur Road, Vaastuland Tower","Jabalpur - 482002, Madhya Pradesh,",(07610)-2413717,"Nursery - Class V,CBSE Board,Private School,Co-Educational School,
"
462,Patel Public School,"Chota Udaypur Road, Borkhad, Alirajpur","Jhabua - 457887, Madhya Pradesh,","(07394)-234777,233444phone9424095055Fax:(07394)234433","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
463,Patra Gurukul International School,"Behind Kapas Mandi, Barwaha","Khargone - 451115, Madhya Pradesh,","(07280)-290631,222312phone9826424195Fax:(07280)2848568","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
464,Pearls Valley School - PVS,"Senior Wing: NH-75, Sitholi Railway Station, Jhansi Road","Gwalior - 474009, Madhya Pradesh,","(0751)-2442370,2442371phone8435333885","Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
465,People's Public School,"People's Campus, Bhanpur","Bhopal - 462037, Madhya Pradesh,","(0755)-4005450,4005452,4005460,4005461Fax:(0755)4005470","Nursery - Class X,CBSE Board,Private School,Co-Educational School,
"
466,Perfect Academy,"Opp. NVDA Office, Indore Road, Vill. Khedi Post Jatpur, Tehsil - Manawar","Dhar - 454446, Madhya Pradesh,",(975) 257-7478,"Nursery - Class X,CBSE Board,Private School,Co-Educational School,
"
467,Pioneer Convent School,"Mahalaxmi Nagar, Opposite Bombay Hospital, Ring Road, Vijay Nagar","Indore - 452010, Madhya Pradesh,",(0731)-2551098,"High Secondary School,CBSE Board,Private School,Co-Educational School,
"
468,Pioneer Public School,"2, Mukharjee Nagar","Dewas - 455001, Madhya Pradesh,","(07272)-228240,400413","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2001,
"
469,Podar International School,"508/3, Navkar Nagar, Indore Road","Khandwa - 450001, Madhya Pradesh,",(636) 643-7864,"Class V - Class XII,CBSE Board,Private School,Co-Educational School,
"
470,Podar International School,"Matana Village, Near Alpine Institute of Technology, Dewas Road","Ujjain - 456664, Madhya Pradesh,",(636) 643-7893,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
471,Podar International School,"Opposite Chokhi Dhani, Khandwa Road","Indore - 453446, Madhya Pradesh,",(636) 643-7855,"Class V - Class X,CBSE Board,Private School,Co-Educational School,
"
472,Podar International School - A.B. Road,"Near Satya Sai Circle (HDFC Bank), Behind Panchmukhi Hanuman Mandir, Scheme No. 74, A.B. Road","Indore - 452010, Madhya Pradesh,",(636) 643-7967,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
473,Podar International School - PIS Gwalior,"Village Barodi Sikroda, Near ITM University, Jhansi Road","Gwalior - 475001, Madhya Pradesh,",(636) 643-7851,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
474,Pragati Vidya Peeth,"Main Branch:- C.P. Colony, Main Road, In front of Church, Morar","Gwalior - 474006, Madhya Pradesh,",(7773002811777) 300-0000,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2005,
"
475,Pragya Girls School,Bhicholi Mardana,"Indore - 452016, Madhya Pradesh,",(0731)-2847332phone9424525763,"Nursery - Class XII,CBSE Board,Private School,Girls Only School,
"
476,Pratibhasthali Gyanodaya Vidyapeeth,"Dayoday Tirtha, Tilwara Ghat","Jabalpur - 482002, Madhya Pradesh,",(9893718862989) 370-0000,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
477,Pratibhasthali Gyanodaya Vidyapeeth,"Near Sri Chandraprabhu Jain Temple, Uday Nagar, Brajeshwari NX, Near Bengali Square","Indore - 452001, Madhya Pradesh,",(9754626800975) 460-0000,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
478,Pratibhasthali Gyanodaya Vidyapeeth,"Papauraji Extra Area, Tikamgarh Madhya","Tikamgarh - 472001, Madhya Pradesh,","(07683)-297108phone6263121898,9354095384","Senior Secondary School,CBSE Board,Private School,Girls Only School,
"
479,Preen Higher Secondary School,"303, Laxmi Tower, M.G. Road","Indore - 452001, Madhya Pradesh,",(0731)-2536566phone9098966566,"High Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1990,
"
480,Prestige Public School,"Prestige Vihar, Sch. No. 74-C, Vijay Nagar","Indore - 456010, Madhya Pradesh,","(0731)-4016666,4016602,4016625","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
481,Progressive Public School,"Near Maharana Pratap Chauraha, Lahar","Bhind - 477445, Madhya Pradesh,",(982) 662-3921,"Class X - Class XII,CBSE Board,Private School,Co-Educational School,
"
482,Pushpa Convent Higher Secondary School,Agar-Malwa,"Shajapur - 465441, Madhya Pradesh,",(07362)-258058phone9424059596,"High Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1978,
"
483,Pushpa English Medium School,"Friends Colony, Behind Rajendra Hospital","Tikamgarh - 472001, Madhya Pradesh,",(07683)-247497Fax:(07683)247497,"Nursery - Class X,CBSE Board,Private School,Co-Educational School,Established in 2003,
"
484,Pushpa Senior Secondary School,"kannod Road, Ashta","Sehore - 466116, Madhya Pradesh,",(07562)-242178Fax:(07562)243974,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
485,Quaderia Burhani School,Itwara Main Road,"Burhampur - 450331, Madhya Pradesh,",(626) 395-2808,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1917,
"
486,Queens College,Khandwa Road,"Indore - 452017, Madhya Pradesh,","(0731)-2877755,2877766,2877777","Nursery - Class V,CBSE Board,Private School,Co-Educational School,
"
487,Radiant School,Harishankarpuram,"Gwalior - 474001, Madhya Pradesh,","(0751)-2445730,2445731,2445732","CBSE Board,Private School,Co-Educational School,
"
488,Raj Heights -The Global School,"NH-12, Main Road, Between Mandideep and Obedullaganj, Village-Simrai, P.O. Obedullaganj","Raisen - 464993, Madhya Pradesh,","(07480)-207229phone9179539477,7471127843(Principal)","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2008,
"
489,Rajeev Gandhi Higher Secondary School,"E-8, Trilanga Colony, Shahpura","Bhopal - 462039, Madhya Pradesh,",(0755)-2725122,"High Secondary School,CBSE Board,Private School,Co-Educational School,
"
490,Ram Krishna Vidya Mandir,"Ramakrishna Puri, Thatipur","Gwalior - 474001, Madhya Pradesh, India",NA,"CBSE Board,Private School,Co-Educational School,Established in 1969,
"
491,Ram Shanti Vidya Mandir,"Pardi Road, Pandhurna","Chhindwara - 480334, Madhya Pradesh,",(8827887656834) 940-0000,"Nursery - Class X,CBSE Board,Private School,Co-Educational School,
"
492,Ramakrishna Vivekananda Vidyapeeth,"Kapildhara Colony, Bijuri,  Hasdeo Area","Anuppur - 484440, Madhya Pradesh,","(07658)-264874,264097phone9424701183(Principal),6267161675Fax:(07658)226403","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,Established in 1999,
"
493,Ramshree India International School,Shivpuri Link Road,"Gwalior - 474001, Madhya Pradesh,",(0751)-2430484phone9301566204,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
494,Ramshree Kids,"D/46-47, Harishankar Puram, Near Community Hall","Gwalior - 474002, Madhya Pradesh,",(0751)-2335854phone9301566205,"Play - Nursery,CBSE Board,Private School,Co-Educational School,
"
495,RASS-JB Public School,"NH-75, Near Allua Mata Mandir, Jhansi Road","Datia - 475661, Madhya Pradesh,",(982) 671-0436,"Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
496,Ratlam Public School,"150/61, Veeryakhedi","Ratlam - 457001, Madhya Pradesh,",(900) 959-1222,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
497,RD Public School - RDPS,"Kalapatha, Kalichattan","Betul - 460001, Madhya Pradesh,",(07141)-233592,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
498,Red Rose School - Lambakheda,"Lambakheda, Berasia Road","Bhopal - 462001, Madhya Pradesh,","(0755)-2854662,2854663,2854664,2989989Fax:(0755)2733731","Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 2003,
"
499,Red Rose School - Trilanga,"E-8/240, Trilanga, Behind Shahpura","Bhopal - 462039, Madhya Pradesh,","(0755)-4295559,2560588Fax:(0755)2733731","Senior Secondary School,CBSE Board,Private School,Co-Educational School,
"
500,Renaissance Divine Public School,"Renaissance School Road, Behind Fine Avenue, Kolar Road","Bhopal - 462023, Madhya Pradesh,","(0755)-6419329phone9981217161,9993675288,9898982105","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
501,Rise International School,"Nainagarh, NH-75, (3 Kms from New Collector)","Gwalior - 474006, Madhya Pradesh,","(0751)-4900436phone7773013500,7773013501","Nursery - Class IX,CBSE Board,Private School,Co-Educational School,
"
502,Rishi Galav Public School,"B Block, DD Nagar","Gwalior - 480661, Madhya Pradesh,","(0751)-2471471,2473473,2479479Fax:(0751)2470470","Play - Class XII,CBSE Board,Private School,Co-Educational School,
"
503,Rishi Galav School,"Behind SLP College, CP Colony, Morar","Gwalior - 474006, Madhya Pradesh,","(0751)-3550040,2479479","Play - Class XII,CBSE Board,Private School,Co-Educational School,
"
504,Rishikul Vidya Niketan,"Shivpuri Links Road, Kedarpur","Gwalior - 474001, Madhya Pradesh,","(07151)-2340928phone9926646378,7415077721","Play - Class XII,CBSE Board,Private School,Co-Educational School,Established in 2000,
"
505,Rising Public Shcool,"Saraswati Nagar No. 1, Behind A.G. Office","Gwalior - 474001, Madhya Pradesh,","(0750)-2342655,2342904","Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
506,Rose Mary Higher Secondary School,"Dwarka Nagar, Nisatpura","Bhopal - 462010, Madhya Pradesh,",(0755)-2740018,"Nursery - Class XII,CBSE Board,Private School,Co-Educational School,
"
